dialog_id,utterance_index,speaker,text
CCPE-2c47d,16,USER,"Don't like J. Lo in it, don't like the storyline, don't like the plot, don't like the writing, don't like the scenery, just doesn't seem like a great movie."
CCPE-2c47d,17,ASSISTANT,I can definitely understand why you wouldn't be interested
CCPE-2c47d,18,USER,Yeah.
CCPE-2c47d,19,USER,It's just not my thing.
CCPE-2c47d,20,ASSISTANT,Have you seen Mission Impossible
CCPE-2c47d,21,USER,Yes.
CCPE-2c47d,22,ASSISTANT,What did you enjoy or dislike about that movie?
CCPE-2c47d,23,USER,"I like the action. I like the or the sci fi aspect of it, but also being real life because it's Mission: Impossible, which is like spy stuff. So to me, it was just like a more of a real thing, which I really liked."
CCPE-2c47d,24,ASSISTANT,Thank you for taht
CCPE-2c47d,25,USER,Thank you.
CCPE-2c47d,26,USER,Bye.
CCPE-aa1a9,0,ASSISTANT,What kind of movies do you like?
CCPE-aa1a9,1,USER,I like romantic comedies.
CCPE-aa1a9,2,ASSISTANT,So what do you think about The Shape of Water?
CCPE-aa1a9,3,USER,"You know I know that was a highly rated movie, but for whatever reason at the time I didn't get into it or I didn't see many trailers for it, so I really don't know much about it. I think it won an academy award or two, but just never heard much about it."
CCPE-aa1a9,4,ASSISTANT,"Do you think if you saw more about it, you would have watched it?"
CCPE-aa1a9,5,USER,Might have.
CCPE-aa1a9,6,USER,"It's hard to say when you know very little about a movie, except that it had an unusual title."
CCPE-aa1a9,7,ASSISTANT,What movie have you seen recently?
CCPE-aa1a9,8,USER,"Oh. Well, I watched Sherlock Holmes movies actually."
CCPE-aa1a9,9,USER,And I saw Dunkirk recently.
CCPE-aa1a9,10,USER,on TV
CCPE-aa1a9,11,ASSISTANT,Do you like movies about conflicts?
CCPE-aa1a9,12,USER,"I like history a lot, and so"
CCPE-aa1a9,13,USER,"A lot of World War II movies, I find interesting."
CCPE-aa1a9,14,USER,but I would even watch documentaries. I'm a huge PBS fan.
CCPE-aa1a9,15,USER,"curious about the word, I guess you could say."
CCPE-aa1a9,16,USER,I like to learn why the conflict started.
CCPE-aa1a9,17,ASSISTANT,What kind of movies do you not like?
CCPE-aa1a9,18,USER,I'm not a big fan of musicals as movies.
CCPE-aa1a9,19,ASSISTANT,Did you see Wonder Woman?
CCPE-aa1a9,20,USER,Wonder Woman
CCPE-aa1a9,21,USER,I've seen parts of it on TV.
CCPE-aa1a9,22,USER,But I haven't seen the whole thing.
CCPE-aa1a9,23,ASSISTANT,What did you like about it?
CCPE-aa1a9,24,USER,"Well, there was action, there was some comedy in it that was fun, and of course Wonder Woman looks great. Just looking at Wonder Woman is good for guys. But she was cool. She She had spunk, as Lou Grant would say."
CCPE-aa1a9,25,USER,"And she could take care of herself, so"
CCPE-aa1a9,26,USER,I liked assertive women.
CCPE-aa1a9,27,ASSISTANT,Is The Matrix a movie that interests you?
CCPE-aa1a9,28,USER,The first one interested me. I didn't think the second and third ones were as nearly as good.
CCPE-aa1a9,29,USER,"Yeah. It's Sometimes it just seemed weird for weird's sake, but it certainly held my interest trying to figure out what was going on."
CCPE-aa1a9,30,USER,"It had an element of mystery to it, I guess you could say."
CCPE-aa1a9,31,ASSISTANT,Do you like or dislike the movie Aliens?
CCPE-aa1a9,32,USER,"Oh, I dislike it. It's I don't know if it's officially a horror movie or sci-fi horror movie, but I refuse to go to any horror movies. I don't pay money to get scared."
CCPE-aa1a9,33,ASSISTANT,What did you dislike the most about it?
CCPE-aa1a9,34,USER,"Well, jumping out of my seat."
CCPE-aa1a9,35,USER,being scared
CCPE-aa1a9,36,USER,That's not my idea of entertainment.
CCPE-aa1a9,37,ASSISTANT,Thank you for your input. Have a nice day
CCPE-aa1a9,38,USER,Thank you.
CCPE-b87e8,0,ASSISTANT,i'd like to know what kind of movies you like
CCPE-b87e8,1,USER,"Yeah, I like any movies that have to do with the future, you know, like dystopian futuristic science fiction-type movies."
CCPE-b87e8,2,ASSISTANT,"nice, what do you like about them?"
CCPE-b87e8,3,USER,"It gives you kind of a weird and warped view into the future, and it kind It's just interesting that to see the worlds like different from the vision of the director."
CCPE-b87e8,4,ASSISTANT,can you name a movie that you really liked?
CCPE-b87e8,5,USER,"Yeah, I'm sure you've heard of it. It's called The Matrix. It's very popular. That really fits the bill here."
CCPE-b87e8,6,ASSISTANT,"nice, what did you like about the matrix?"
CCPE-b87e8,7,USER,"Great story line, great actors, very believable. Aand it feels like something that could really happen in the future."
CCPE-b87e8,8,ASSISTANT,"how about the kinds of movies that you don't like, can you tell me more about them?"
CCPE-b87e8,9,USER,"It's simple really. Movies that I don't like is ones that bore me. I give all movies a shot. Do you know what I mean? Even if it's something I haven't watched before like a foreign movie, a subtitle movie, it can be anything. I will watch it and I will try to enjoy it."
CCPE-b87e8,10,ASSISTANT,"right, most movies deserve a chance."
CCPE-b87e8,11,USER,"Yes, I agree."
CCPE-b87e8,12,ASSISTANT,can you name a movie that you didn't like?
CCPE-b87e8,13,USER,Any of the Twilight movies.
CCPE-b87e8,14,ASSISTANT,so you don't like when vampires shine?
CCPE-b87e8,15,USER,"No, and I don't like werewolves, either."
CCPE-b87e8,16,ASSISTANT,have you seen blade runner?
CCPE-b87e8,17,USER,Yes.
CCPE-b87e8,18,ASSISTANT,what did you think about this movie?
CCPE-b87e8,19,USER,"It was a great movie. It's older. It's very interesting to see how they thought the future would look back then. It It's gotten I should really rewatch it now that I think about it cuz I rewatched I watched the the sequel, which was okay, but not too great."
CCPE-b87e8,20,ASSISTANT,what didn't you like about the sequel?
CCPE-b87e8,21,USER,The original movie had a specific ambiance. I guess it's hard to explain. It felt like you're part of a world that was woven by the director. The new one just felt like it was an action movie.
CCPE-b87e8,22,USER,And there wasn't there wasn't that much. It felt like it was kind of drab. Let me put it that way.
CCPE-b87e8,23,ASSISTANT,do you like how the first one has a more noir style?
CCPE-b87e8,24,USER,"Yes, I think I think that's all right. I think that's exactly it."
CCPE-ae214,0,ASSISTANT,What kind of movies do you like?
CCPE-ae214,1,USER,"I like mysteries, adventures, and romance the most."
CCPE-ae214,2,ASSISTANT,Why do you enjoy these genres and is there a specific film?
CCPE-ae214,3,USER,"Let's see. Gosh, there's so many movies I like. I really like Titanic and movies like that that have adventure and romance in them. Let's see. The stars that are in it, as well as the story, and there is you know a lot of action, kind of like I was on the edge of my seat the entire time."
CCPE-ae214,4,ASSISTANT,Is there a reason why you enjoy that movie?
CCPE-ae214,5,USER,I like a movie that has a fast pace.
CCPE-ae214,6,ASSISTANT,Is there a movie genre you dislike?
CCPE-ae214,7,USER,"Yes, science fiction."
CCPE-ae214,8,ASSISTANT,Is there a specific movie you dislike?
CCPE-ae214,9,USER,"I really don't like the movies like The Avengers and those types, the superhero movies."
CCPE-ae214,10,ASSISTANT,Have you seen the movie Crazy Rich Asians?
CCPE-ae214,11,USER,"Yes, I have. And I really liked it."
CCPE-ae214,12,ASSISTANT,What did you enjoy about it ?
CCPE-ae214,13,USER,"I thought it was so funny and I thought that I wouldn't enjoy it because the stars of the movie were all unknown, but it didn't matter. They just The whole ensemble cast they all worked so well together and I thought the writing was really good the It just it made me laugh and I thought the story was really interesting, too."
CCPE-ae214,14,ASSISTANT,Have you seen the movie Searching?
CCPE-ae214,15,USER,No. I haven't.
CCPE-ae214,16,ASSISTANT,Have you seen the movie Bridesmaids?
CCPE-ae214,17,USER,"Yes, great movie."
CCPE-ae214,18,ASSISTANT,What did you enjoy about it?
CCPE-ae214,19,USER,Great cast and it was just hilarious. I just found it so funny and I think the cast was great and they were all comic actors and I I just I think that plus the rating just made an awesome movie.
CCPE-ab5d4,0,ASSISTANT,Do you like movies like the Spotlight?
CCPE-ab5d4,1,USER,"Yeah, for the most part I do like movies like Spotlight."
CCPE-ab5d4,2,ASSISTANT,Ok. What is it about this type of movie that you like?
CCPE-ab5d4,3,USER,It's a controversial topic that is covering and it's trying to send a message about what they're doing now. It depicted a preachiness I think because that's what the journalists were doing but still came off a little bit that way but a really great movie and it doesn't take away from it. It's just a little bit I I still would put all the president's men of those kinds of movies ahead of spotlight one of the reasons because of that.
CCPE-ab5d4,4,ASSISTANT,Do you like movies like Inside Man?
CCPE-ab5d4,5,USER,I don't know that movie.
CCPE-ab5d4,6,ASSISTANT,Do you like movies like Good Will Hunting?
CCPE-ab5d4,7,USER,Love Good Will Hunting.
CCPE-ab5d4,8,ASSISTANT,Ok. What is it about this type of movie that you like?
CCPE-ab5d4,9,USER,"Well, for this particular movie, the cast was perfect. Now you got the cast to be perfect because of the involvement of the actors in making the film, otherwise they would have gone for bigger names at the time, and a different cast, and it wouldn't have been such a good movie. That they came off as authentic to the Boston area was an important part of the movie. The script is great. The actors are excellent."
CCPE-ab5d4,10,USER,"It's believable, and also really hopeful. They're original story, which is amazing. Really an amazing story that they came up with. And But also had moments of lightness to it that help balance out sort of the more serious journey that the movie takes you on."
CCPE-ab5d4,11,ASSISTANT,Can you say a little more about that please?
CCPE-ab5d4,12,USER,"Sure, the movie itself is rather serious. It's taking, you know, a guy who was sort of ordinary and not making a ton of money to being someone who everybody wanted sort of a piece of to study because his mind was so amazing, and it had been discovered. So it's a very serious movie, but him dating Minnie Driver's character, his involvement"
CCPE-ab5d4,13,USER,"storyline with Robin Williams is extremely serious, given his background. Yet, the times with his friends, with Minnie, with Robin, where there's a few lighter moments that have to balance out the movie into a much more well-rounded movie than it otherwise would have been."
CCPE-ab5d4,14,ASSISTANT,Do you like movies like When Harry Met Sally?
CCPE-ab5d4,15,USER,Love When Harry Met Sally. Love it.
CCPE-ab5d4,16,ASSISTANT,Ok. What is it about this type of movie that you like?
CCPE-ab5d4,17,USER,"Well, first of all, it's a romantic comedy, which is my favorite genre. When Harry Met Sally itself is"
CCPE-ab5d4,18,USER,"Exceptional in that it doesn't try to do too much except what they are trying to do. They are two actors who are really they are focused on mostly on the two actors and then the four actors. They do it so well, the script is absolutely amazing, the direction is fantastic, it really doesn't try to be more than it is and it's totally charming and you can watch it a million times."
CCPE-ab5d4,19,ASSISTANT,Can you say a little more about that please?
CCPE-ab5d4,20,USER,"Sure. Some of the best movies ever made are fantastic, but you don't always want to watch them over and over and over again. When Harry Met Sally is the kind of movie that is fantastic, and as a romantic comedy, a little more approachable, a little more likable, and it's something you can watch many many times over the years. I've seen that more times than I can count, and even though I know what's going to happen, it's enjoyable every time."
CCPE-ab5d4,21,ASSISTANT,Thank you for another most insightful critique. Have a nice weekend.
CCPE-ab5d4,22,USER,"You, too."
CCPE-9a11b,0,ASSISTANT,"so, what kind of movies do you like?"
CCPE-9a11b,1,USER,I really like comedy movies.
CCPE-9a11b,2,ASSISTANT,what do you like about comedy movies?
CCPE-9a11b,3,USER,"They just make me feel good, and just kind of let you hang out. And they're not usually too in depth, so you can just pick it up whenever."
CCPE-9a11b,4,ASSISTANT,so you like movies that aren't that serious?
CCPE-9a11b,5,USER,I like both.
CCPE-9a11b,6,ASSISTANT,is there any particular movie that you've liked a lot?
CCPE-9a11b,7,USER,I really like The Other Guys.
CCPE-9a11b,8,ASSISTANT,what did you like about this movie?
CCPE-9a11b,9,USER,I like the two actors. The two main actors were very funny and just gelled together well. I liked The plot was funny. It just had a funny vibe going through it and just the way everything happened just really bounced off and jelled well together.
CCPE-9a11b,10,ASSISTANT,"nice. how about the kind of movies that you don't like, can you tell me more about them?"
CCPE-9a11b,11,USER,I'm not a huge fan of horror movies. I don't like being scared.
CCPE-9a11b,12,ASSISTANT,"ok, so you don't like the jump scares?"
CCPE-9a11b,13,USER,"No, not at all."
CCPE-9a11b,14,ASSISTANT,can you name a movie that you didn't like at all?
CCPE-9a11b,15,USER,I did not like the Insidious movies.
CCPE-9a11b,16,ASSISTANT,what didn't you like about them?
CCPE-9a11b,17,USER,I didn't like all of the the just I just don't like the scary part of it. I don't like going into movies to become scared.
CCPE-9a11b,18,ASSISTANT,"ok, have you seen x-men?"
CCPE-9a11b,19,USER,I've not seen X-Men
CCPE-9a11b,20,ASSISTANT,how about The Hunger Games: Mockingjay - Part 1?
CCPE-9a11b,21,USER,I have seen that movie.
CCPE-9a11b,22,ASSISTANT,what did you like about it?
CCPE-9a11b,23,USER,"It was just a good action movie. I had read the books before, so I already knew what was going to happen, but it really captured the feeling of the book quite well."
CCPE-9a11b,24,ASSISTANT,"nice, do you like movies based on books?"
CCPE-9a11b,25,USER,Some of them.
CCPE-d0d4a,0,ASSISTANT,"What kind of movies to you like, and why do you like this type of movie?"
CCPE-d0d4a,1,USER,"I like horror movies a lot, and I think I like them because I just like how they make me feel."
CCPE-d0d4a,2,ASSISTANT,Can you name a particular movie that you like?
CCPE-d0d4a,3,USER,There's one that came out a few years ago called It Follows that I liked a lot.
CCPE-d0d4a,4,ASSISTANT,Can you give me a couple of reasons why you like this movie?
CCPE-d0d4a,5,USER,"Yeah, and the the cinematography is really good and it's scary in a way that a lot of horror movies don't try to be scary."
CCPE-d0d4a,6,ASSISTANT,Can you name a movie that you do not like?
CCPE-d0d4a,7,USER,I don't like the movie Grease.
CCPE-d0d4a,8,ASSISTANT,What do you dislike about this movie? please give me 2 reasons.
CCPE-d0d4a,9,USER,"It's got a lot of singing in it, and I don't like musicals, and I just think it's annoying."
CCPE-d0d4a,10,ASSISTANT,Do you like the movie Rampage ?
CCPE-d0d4a,11,USER,I've never seen the movie Rampage.
CCPE-d0d4a,12,ASSISTANT,Have you heard of this movie?
CCPE-d0d4a,13,USER,I've never heard of that movie.
CCPE-d0d4a,14,ASSISTANT,Do you like the movie Hereditary ?
CCPE-d0d4a,15,USER,I do like the movie Hereditary.
CCPE-d0d4a,16,ASSISTANT,What do you like about this movie? 2 reasons please
CCPE-d0d4a,17,USER,"I think it was really beautifully shot, and I like the acting in it."
CCPE-d0d4a,18,ASSISTANT,Do you like the movie The Shape of Water ?
CCPE-d0d4a,19,USER,"No, I don't like that movie."
CCPE-d0d4a,20,ASSISTANT,What do you dislike about this movie? please give me 2 reasons.
CCPE-d0d4a,21,USER,"I thought the plot was stupid, and I'm not a fan of the director."
CCPE-d0d4a,22,ASSISTANT,Do you like the movie The Wolf of Wall Street ?
CCPE-d0d4a,23,USER,I kind of like that movie.
CCPE-d0d4a,24,ASSISTANT,What do you like about this movie? 2 reasons please
CCPE-d0d4a,25,USER,"It's kind of an interesting true story, and it's just super crazy to watch."
CCPE-d0d4a,26,ASSISTANT,Do you like the movie V ?
CCPE-d0d4a,27,USER,I've never seen that.
CCPE-d0d4a,28,ASSISTANT,Do you like the movie Logan ?
CCPE-d0d4a,29,USER,"No, I don't like that movie."
CCPE-d0d4a,30,ASSISTANT,Why do you dislike this movie? 2 reasons please
CCPE-d0d4a,31,USER,"I typically don't like superhero movies very much, even when I think I'm going to. And that's all I can remember, actually. I think I thought it was boring."
CCPE-d0d4a,32,ASSISTANT,Thank you for your feedback. Enjoy your evening.
CCPE-d0d4a,33,USER,"You, too."
CCPE-43503,0,ASSISTANT,What type of movies do you enjoy?
CCPE-43503,1,USER,"I like all kinds, but I really like the the superhero movies, especially the Marvel Universe ones. I like them because they have They seem to always really get get really good actors, and I just like comic books in general, and then the themes that the they use in the movies, and the production value of them is generally top notch, especially the Marvel ones."
CCPE-43503,2,ASSISTANT,Is there a specific movie you enjoy from this genre?
CCPE-43503,3,USER,"I really like the the Iron Man ones, the very first one especially, and the second one was really good. But I guess right now probably The Avengers. That series is just really good. The last one wasn't quite as good as the first two, but I hear good things about the second one, or the next one that's coming out, so I can't wait to see that one."
CCPE-43503,4,ASSISTANT,Are there any type of movies that you don't enjoy?
CCPE-43503,5,USER,"I am not a big horror fan. Lot of people like that like the Purge movies or I don't know, The House on Haunted Hill. I can't really think of a lot of the names cuz to me, they all just kind of sound the same, but It's not to say I won't watch one, but I just don't actively It'd probably be more one that I would maybe rent at rent at Redbox or watch at Netflix. It's not something that I would go be waiting on a Friday night"
CCPE-43503,6,ASSISTANT,Is there a specific movie that you heavily dislike?
CCPE-43503,7,USER,"No, not really a specific movie. Generally, if I don't like something, I just don't watch it. So I would have to to really dislike something, I would have to watch it all the way through. To me, if it's not If it's not any good in the first 15 or 20 minutes, I'll just stop watching or do something else. And I'm generally pretty good The movies that I go to the movies to see You know, I try to make sure that they're going to be really good and worth"
CCPE-43503,8,USER,"Worth watching before, so I don't have to like walk out of the movies or anything. But if it's something that I've rented or try to watch on Netflix it's no good, after about 10 to 15 minutes, I'll just switch."
CCPE-43503,9,ASSISTANT,Have you seen Black Panther
CCPE-43503,10,USER,"Yeah, I have some. That one was really good. I'll probably put that on my list of the best of the modern series."
CCPE-43503,11,ASSISTANT,What did you enjoy or not enjoy about this movie?
CCPE-43503,12,USER,"I just enjoyed pretty much everything. I liked the story. It was neat the way they did it. I've never I was never a Black Panther comic book fan. I don't even think I might have one maybe with him in it, but I think it was with him and somebody else. But so it's not like a comic book character that I thought I wasn't sure if I would enjoy the movie, but it was very surprising cuz it was probably one of the best the best Marvel movies they've done so far,"
CCPE-43503,13,USER,clear with the very first time Iron Man.
CCPE-43503,14,ASSISTANT,Thank you for your help and have a wonderful day!
CCPE-ddb2f,0,ASSISTANT,What types of movies do you usually see?
CCPE-ddb2f,1,USER,"I usually see comedies, action movies, superhero movies, teen movies, occasionally dramas or suspense movies."
CCPE-ddb2f,2,ASSISTANT,ok. Tell me one of your favorite movies.
CCPE-ddb2f,3,USER,The pretty Pretty Woman is one of my favorite movies.
CCPE-ddb2f,4,ASSISTANT,Great. Why did you like it?
CCPE-ddb2f,5,USER,"Pretty Woman is sort of a I think it gets billed as a romantic comedy, but it's much more of a romantic comedy drama. It has a lot of dramatic points to it. The pairing of Julia Roberts and Richard Gere is pitch-perfect, and it's one of the best pairings to like every grace the big screen. So the writing on the movie is fantastic."
CCPE-ddb2f,6,USER,the interactions between the characters especially Julia and Richard are what really make the movie and it's it's a wonderful it's a funny endearing movie.
CCPE-ddb2f,7,ASSISTANT,Alright. Can you name a bad movie?
CCPE-ddb2f,8,USER,Sure. The Ugly Truth is a bad movie.
CCPE-ddb2f,9,ASSISTANT,What was so bad about it?
CCPE-ddb2f,10,USER,"Where to begin? It was billed as a like when it was promoted on commercials and start it was builled as a romantic comedy. It is not. It is It All it has a star of a man and a woman who were supposedly supposed to be in a romance . It's more of a gross out comedy, sort of a shock comedy. It had gross out humor. It had a lot of"
CCPE-ddb2f,11,USER,"rudeness and juvenile behavior. It was really bizarre what they were going for. I usually like Katherine Heigl, this was not a good movie. And her co-star in it, Gerard Butler, he is highly overrated. I don't know how he keeps getting these starring roles."
CCPE-ddb2f,12,ASSISTANT,Got it. Have you seen Bridesmaids?
CCPE-ddb2f,13,USER,"Yes, I have."
CCPE-ddb2f,14,ASSISTANT,ok. What did you like about it?
CCPE-ddb2f,15,USER,"Bridesmaids is a great movie, funny, really well written, really well acted, and it's a little more original. It's sort of a but had a lot of laugh out loud humor and it had little more shocking humor at times, a little more"
CCPE-ddb2f,16,USER,"Graphic humor at times but with a female leading cast and that's being extremely rare in movies. So, it was a really refreshing movie but just a really a very funny one."
CCPE-ddb2f,17,ASSISTANT,"Okay, so have you seen Searching?"
CCPE-ddb2f,18,USER,"No, I don't think so."
CCPE-ddb2f,19,USER,"No, I haven't seen it."
CCPE-ddb2f,20,ASSISTANT,How about Skyscraper?
CCPE-ddb2f,21,USER,I think that might be a recent one maybe with The Rock. I have not seen that.
CCPE-ddb2f,22,ASSISTANT,do you plan to see it?
CCPE-ddb2f,23,USER,"That's the one that I would watch if it came on TV, yeah, I would I would watch that one. It's I think it's just it's just like a general action movie like sort of action adventure. So, yeah, that one I'd watch."
CCPE-ddb2f,24,ASSISTANT,"okay, how about Nocturnal animals?"
CCPE-ddb2f,25,USER,"Oh god, no."
CCPE-ddb2f,26,ASSISTANT,why not?
CCPE-ddb2f,27,USER,"If I remember correctly, that is one of two things. That is either a scarier movie or a sort of a dramatic movie that has extremely that has a lot of darkness to it, sort of like verging on being a Quentin Tarantino movie. So probably something I'm not going to watch. It would have to be like an Oscar contending me for me to want to see that kind of a movie."
CCPE-ddb2f,28,ASSISTANT,so you don't like that type of movie?
CCPE-ddb2f,29,USER,"It's not my favorite. It doesn't mean I'll never I wouldn't I wouldn't watch it but it would have to be get like excellent reviews. It would have to be considered, you know, really critically acclaimed for me to probably watch a movie like that."
CCPE-ddb2f,30,ASSISTANT,okay. thank you for your time.
CCPE-ddb2f,31,USER,You're welcome.
CCPE-a1d21,0,ASSISTANT,What kinds of movies do you like?
CCPE-a1d21,1,USER,I like animated movies.
CCPE-a1d21,2,ASSISTANT,"Well, tell me why do you like animated movies?"
CCPE-a1d21,3,USER,It reminds me of childhood and keep me happy. It makes me believe in the impossible.
CCPE-a1d21,4,ASSISTANT,how about a movie you liked?
CCPE-a1d21,5,USER,The Incredibles 2.
CCPE-a1d21,6,ASSISTANT,"alright, Why did you like that movie?"
CCPE-a1d21,7,USER,"I thought it was very funny, but also centralized on the importance of family."
CCPE-a1d21,8,USER,which I thought was beautiful.
CCPE-a1d21,9,ASSISTANT,"Interesting, is there a movie you did not like?"
CCPE-a1d21,10,USER,I do not like
CCPE-a1d21,11,USER,Million Dollar Baby
CCPE-a1d21,12,ASSISTANT,"oh, Why not?"
CCPE-a1d21,13,USER,I didn't think it was authentic or real to the female experience of what it's like to be a boxer.
CCPE-a1d21,14,ASSISTANT,"Ok, then have you seen the movie The Lion King"
CCPE-a1d21,15,USER,Yeah.
CCPE-a1d21,16,ASSISTANT,What is it about this kinds of movies that you like or dislike?
CCPE-a1d21,17,USER,"I like the fairy taleness of The Lion King. I didn't like how he died, but you know I like the story in general about family."
CCPE-a1d21,18,ASSISTANT,Wonderful. thank you for sharing. Good bye.
CCPE-bb0e1,0,ASSISTANT,what kind of movies do you like?
CCPE-bb0e1,1,USER,I like a lot of action movies. And sometimes animation if they fit right with my personal liking.
CCPE-bb0e1,2,ASSISTANT,what do you like about these kinds of movies?
CCPE-bb0e1,3,USER,Animation you could do a whole bunch of stuff that you cannot do with live action. Sometimes CGI is never the best option and the best way to go about like impossible stuff is do it in animation because the idea's limitless on what you can do.
CCPE-bb0e1,4,ASSISTANT,can you name a movie that you really liked?
CCPE-bb0e1,5,USER,Last movie I really liked was Justice League.
CCPE-bb0e1,6,ASSISTANT,what did you like about this movie?
CCPE-bb0e1,7,USER,"Even though they give bad stuff about the bad CGI in the movie, it's still a guilty pleasure of mine. I'm a real DC fan even though Marvel is good, but I still enjoy DC a lot more cuz their heroes and are a lot more and have more character to them. It was great seeing Batman played by Ben Affleck be pretty great. Superman was really good."
CCPE-bb0e1,8,USER,"Wonder Woman was enjoyable, and the introduction of Aquaman and Cyborg and Flash really made the movie interesting to watch. Especially Aquaman with his funny quotes here and there."
CCPE-bb0e1,9,ASSISTANT,"nice, what kind of movies do you dislike?"
CCPE-bb0e1,10,USER,"I don't like horror movies at all. They're not my go to at all, I wouldn't watch one."
CCPE-bb0e1,11,ASSISTANT,what do you dislike about them?
CCPE-bb0e1,12,USER,"I just don't like scary things in general. One, they give me nightmares sometimes. And I don't really like having nightmares because"
CCPE-bb0e1,13,USER,I sometimes forget they're dreams and cuz they like look so real sometimes.
CCPE-bb0e1,14,USER,"And probably like the realism of horror movies is what gets me. Cuz there are sometimes like I feel like when I'm home alone, something might happen to me when I don't want it to."
CCPE-bb0e1,15,ASSISTANT,can you name a movie that you didn't like?
CCPE-bb0e1,16,USER,Last movie I did not like was I'm trying to remember.
CCPE-bb0e1,17,USER,Hm.
CCPE-bb0e1,18,USER,I did not like X-Men: Days of Future Past at all.
CCPE-bb0e1,19,ASSISTANT,what did you dislike about it?
CCPE-bb0e1,20,USER,"I just didn't like the reboot of the X-Men. I think if they wanted to do more with the X-Men, they should've just went forward and ignored the first three first three movies, and added onto it with original characters like Wolverines, Cyclops, Patrick Stewart as the Professor."
CCPE-bb0e1,21,USER,"But yeah, I still like the move of making a brand-new trilogy for the X-Men. That's about it."
CCPE-bb0e1,22,ASSISTANT,cool! have you seen inside out?
CCPE-bb0e1,23,USER,"No, I have not seen Inside Out. But I I have that on the list of what I want to watch."
CCPE-bb0e1,24,ASSISTANT,"ok, how about Bohemian Rhapsody?"
CCPE-bb0e1,25,USER,"I have not seen it. But I want to see it because my uncle is a huge Queen fan. Well, not huge, but he likes listening to Queen. And I am, too. And I would like to learn more about Queen because I wasn't born in that era or born in the era. Or know know what happened."
CCPE-bb0e1,26,USER,What those What that group?
CCPE-b86da,0,ASSISTANT,What sort of movies to you like?
CCPE-b86da,1,USER,"I like westerns like The Magnificent Seven Magnificent Seven, sorry. Action movies sort of like Dredd or"
CCPE-b86da,2,USER,"Lethal Weapon. I'm not into like movies like Terminator, which is kind of too not my style. I do like Star Wars and Interstellar a lot, though."
CCPE-b86da,3,ASSISTANT,What was the last movie you watched?
CCPE-b86da,4,USER,The last movie I watched was Magnificent 7.
CCPE-b86da,5,USER,"It was a pretty good movie, and I loved it."
CCPE-b86da,6,ASSISTANT,what did you like about it most?
CCPE-b86da,7,USER,It had the right amount of action. It had right amount of comedy from Chris Pratt. The accuracy they chose for the film were amazing. They had a villan that you really would love to hear. The director was pretty good. I enjoyed most of what the director made which was like Southpaw or training day.
CCPE-b86da,8,USER,And I really did enjoy the western vibe that was which was the main setting of the story.
CCPE-b86da,9,ASSISTANT,What do you check for when picking a movie?
CCPE-b86da,10,USER,"I check length, run time of the movie. Sometimes I like to watch a long movie, maybe 2 hours or 2 hours and 30 minutes. Sometimes a shorter movie, like an hour 30. If I wanted"
CCPE-b86da,11,USER,"Probably wanted to watch action if I was in that kind of a mood, or if I was wanting to catch up on a superhero movie, or watch that instead."
CCPE-b86da,12,ASSISTANT,Thank you. Good bye.
CCPE-b86da,13,USER,Thank you.
CCPE-dbd31,0,ASSISTANT,"Hello, can you please name one of your favourite movie?"
CCPE-dbd31,1,USER,"Yeah. I guess probably recently, it would be"
CCPE-dbd31,2,USER,Black Panther
CCPE-dbd31,3,ASSISTANT,What is it about this type of movie that you like?
CCPE-dbd31,4,USER,"I like the superhero genre. This maybe in particular was a little bit different. It kind of dealt into the character a little more and wasn't wasn't just a you know wasn't just a superhero movie. It had a lot more to it, and it was a character that I didn't know a lot about, and start was kind of surprising and new to me."
CCPE-dbd31,5,ASSISTANT,Ok. now. Could you tell the name of a movie that you dislike?
CCPE-dbd31,6,USER,"Pretty much any horror movie. I'd say Or maybe like A Quiet Place was the only one I can really think of cuz to be honest, when I see horror movies' advertisements, I just usually kind of tune them out. But that one just seems kind of dumb to me. It was a world where you had to be completely quiet, otherwise the monsters were going to get you. It just didn't seem very realistic."
CCPE-dbd31,7,ASSISTANT,What is it about this type of movie that you dislike?
CCPE-dbd31,8,USER,"I'm just not a fan I mean they don't scare me and I'm just not a it's just not my cup of tea. And plus it seems like they come out with one every every couple of weeks there is a different hurt you know, some kind of different take on horror movies from old and then they start"
CCPE-dbd31,9,USER,"I'll take a good, old drama or a superhero movie any day."
CCPE-dbd31,10,ASSISTANT,Have you watched the movie Bridesmaids ?
CCPE-dbd31,11,USER,"Yeah, I've seen that."
CCPE-dbd31,12,USER,It's pretty good.
CCPE-dbd31,13,ASSISTANT,did you like it
CCPE-dbd31,14,USER,"Yeah, it was funny."
CCPE-dbd31,15,USER,I'm surprised they haven't come out with another one yet.
CCPE-dbd31,16,ASSISTANT,what is it about this kind of movie that you like the most
CCPE-dbd31,17,USER,"Generally if the acting's good and it's funny, you know, movies like that, kind of like The Hangover, Road Trip."
CCPE-dbd31,18,USER,"No, they're funny. enjoyable You don't really have to think that much about them, and you can just go and laugh and lie down."
CCPE-dbd31,19,USER,"Just not have to think, have a good time."
CCPE-dbd31,20,ASSISTANT,Alright. Have you watched the movie Jason Bourne ?
CCPE-dbd31,21,USER,"Yeah, I've seen those. The first couple. I didn't really stick with it."
