movieId,title,genres,year,tmdb_id,tmdb_title,tmdb_release_date,tmdb_overview,tmdb_runtime,tmdb_genres,tmdb_top_cast,tmdb_keywords
2114,"Outsiders, The (1983)",Drama,1983,227,The Outsiders,1983-03-25,"In 1960s Tulsa, class divisions ignite a violent rivalry between the working-class Greasers and the privileged Socs. When a deadly encounter forces two Greasers, Ponyboy and Johnny, to flee, their struggle for survival and redemption exposes the fragile innocence and enduring bonds of youth on the wrong side of town.",91,"Crime, Drama","C. Thomas Howell, Matt Dillon, Ralph Macchio, Patrick Swayze, Rob Lowe","street gang, based on novel or book, children's home, coming of age, gang, juvenile delinquent, tulsa, oklahoma, based on young adult novel, teenager"
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure,1984,87,Indiana Jones and the Temple of Doom,1984-05-23,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",118,"Adventure, Action","Harrison Ford, Kate Capshaw, Ke Huy Quan, Amrish Puri, Roshan Seth","treasure, skeleton, wind, elephant, heart, riddle, crocodile, bridge, treasure hunt, torture, india, monkey, archaeologist, conveyor belt, child driving car, mine car, rope bridge, splits, adventurer, archeology, 1930s, exhilarated"
2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi,1978,123,The Lord of the Rings,1978-11-15,The Fellowship of the Ring embark on a journey to destroy the One Ring and end Sauron's reign over Middle-earth.,132,"Adventure, Animation, Fantasy","Christopher Guard, William Squire, Michael Scholes, John Hurt, Simon Chandler","mission, elves, dwarf, troll, fantasy world, wizard, journey, ring, hero's journey, high fantasy, animation"
2117,Nineteen Eighty-Four (1984),Drama|Sci-Fi,1984,9314,Nineteen Eighty-Four,1984-11-09,George Orwell's novel of a totalitarian future society in which a man whose daily work is rewriting history tries to rebel by falling in love.,113,"Drama, Science Fiction","John Hurt, Richard Burton, Suzanna Hamilton, Cyril Cusack, Gregor Fisher","based on novel or book, dystopia, fascism, totalitarian regime, anarchist, brainwashing, orwellian, totalitarianism, future vision, future noir, authoritarian, george orwell, dystopian future"
2118,"Dead Zone, The (1983)",Horror|Thriller,1983,11336,The Dead Zone,1983-10-21,"Johnny Smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. When he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact.",103,"Thriller, Horror, Science Fiction","Christopher Walken, Brooke Adams, Tom Skerritt, Herbert Lom, Anthony Zerbe","sheriff, coma, based on novel or book, sacrifice, flashback, premonition, vision, doctor, car accident, series of murders, psychic, dark hero, gothic, madness, wistful, suspenseful, tragic"
2119,Maximum Overdrive (1986),Horror,1986,9980,Maximum Overdrive,1986-07-13,"When a comet passes close to the earth, machines all over the world come alive and go on homicidal rampages. A group of people at a desolate truck stop are held hostage by a gang of murderous 18-wheelers. The frightened people set out to defeat the killer machines…Or be killed by them.",97,"Horror, Action, Science Fiction, Comedy","Emilio Estevez, Pat Hingle, Laura Harrington, Yeardley Smith, John Short","man vs machine, gas station, roadhouse, siege, lorry, comet, automation, truck, arcade, exploding truck, exploding gasoline station, inanimate objects come to life, eighteen wheeler, semi truck"
2120,Needful Things (1993),Drama|Horror,1993,10657,Needful Things,1993-08-27,"A mysterious new shop opens in a small town which always seems to stock the deepest desires of each shopper, with a price far heavier than expected.",120,"Drama, Horror","Max von Sydow, Ed Harris, Bonnie Bedelia, J. T. Walsh, Valri Bromfield","small town, sheriff, based on novel or book, pain, strangeness, manipulation, malice, prank, devil, desire, occult"
2121,Cujo (1983),Horror|Thriller,1983,10489,Cujo,1983-08-10,"A friendly St. Bernard named ""Cujo"" contracts rabies and conducts a reign of terror on a small American town.",93,"Horror, Thriller","Dee Wallace, Danny Pintauro, Daniel Hugh Kelly, Christopher Stone, Ed Lauter","based on novel or book, animal attack, cadillac, dam, corpse, dog, rabies, rabid dog, rabbit hole, trapped in car, mad dog, pets, animal horror, saint bernard dog, suspenseful, amused"
2122,Children of the Corn (1984),Horror|Thriller,1984,10823,Children of the Corn,1984-03-09,A traveling couple end up in an abandoned Nebraska town inhabited by a cult of murderous children who worship a demon that lives in the local cornfields.,92,"Horror, Thriller","Peter Horton, Linda Hamilton, R.G. Armstrong, John Franklin, Courtney Gains","small town, sacrifice, children gang, human sacrifice, paganism, evil preacher, preacher, based on short story, religious cult, killer child, folk horror, cornfield"
2123,All Dogs Go to Heaven (1989),Animation|Children's,1989,11497,All Dogs Go to Heaven,1989-11-17,"When a casino-owning dog named Charlie is murdered by his rival Carface, he finds himself in Heaven basically by default since all dogs go to heaven. However, since he wants to get back at his killer, he cons his way back to the living with the warning that doing that damns him to Hell. Once back, he teams with his old partner, Itchy, to prep his retaliation. He also stumbles onto an orphan girl who can talk to the animals, thus allowing him to get the inside info on the races to ensure his wins to finance his plans. However, all the while, he is still haunted by nightmares of what's waiting for him on the other side unless he can prove that he is worthy of Heaven again.",84,"Drama, Animation, Family, Comedy, Fantasy","Burt Reynolds, Dom DeLuise, Judith Barsi, Vic Tayback, Melba Moore","new orleans, louisiana, villain, heaven, little girl, dog, animals, german shepherd, second chance, pets, good versus evil, orphan girl"
2124,"Addams Family, The (1991)",Comedy,1991,2907,The Addams Family,1991-11-22,"When a man claiming to be long-lost Uncle Fester reappears after 25 years lost, the family plans a celebration to wake the dead. But the kids barely have time to warm up the electric chair before Morticia begins to suspect Fester is fraud when he can't recall any of the details of Fester's life.",100,"Comedy, Fantasy","Raúl Juliá, Anjelica Huston, Christopher Lloyd, Christina Ricci, Carel Struycken","dancing, dead wish, secret passage, fencing, black humor, uncle, eccentric, mansion, loan shark, accountant, creepy, disembodied hand, anxious, long lost sibling"
2125,Ever After: A Cinderella Story (1998),Drama|Romance,1998,9454,EverAfter,1998-07-31,"Danielle, a vibrant young woman is forced into servitude after the death of her father when she was a young girl. Danielle's stepmother Rodmilla is a heartless woman who forces Danielle to do the cooking and cleaning, while she tries to marry off the eldest of her two daughters to the prince. But Danielle's life takes a wonderful turn when, under the guise of a visiting royal, she meets the charming Prince Henry.",121,"Drama, Romance, Comedy","Drew Barrymore, Anjelica Huston, Dougray Scott, Patrick Godfrey, Megan Dodds","child abuse, france, gypsy, fairy tale, arranged marriage, leonardo da vinci, prince, royal family, death of father, royalty, evil stepmother, based on fairy tale, retelling, stepsister, master servant relationship, 16th century, classism, commoner, father daughter relationship, masquerade ball, adaptation, cinderella story"
2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller,1998,8688,Snake Eyes,1998-08-07,"All bets are off when shady homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend, Naval intelligence agent Kevin Dunne, to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to.",98,"Crime, Mystery, Thriller","Nicolas Cage, Gary Sinise, Carla Gugino, John Heard, Stan Shaw","assassination, casino, gambling, political activism, naval officer, atlantic city, bribery, woman in jeopardy, homicide detective, secretary of defense, whistleblower, corrupt cop, boxing match, navy commander, admiring, adoring, ambiguous, amused, dubious"
2127,"First Love, Last Rites (1997)",Drama|Romance,1997,118452,"First Love, Last Rites",1998-08-07,"Passion and infatuation ignite as two lovers flounder through their ""first time"" in this alarmingly sexy film set in the Louisiana bayou. Joey and Sissel are a young misguided couple trying desperately to make their way through their first intense relationship. Blinded by sexual attraction, they become oblivious to everything around them. But when forced far great than themselves threaten their idyllic existence, each must learn to cope with heart-wrenching pain and loss.",94,Drama,"Giovanni Ribisi, Natasha Gregson Wagner, Robert John Burke, Jeannetta Arnette, Donal Logue","misfit, boring"
2128,Safe Men (1998),Comedy,1998,16155,Safe Men,1998-08-07,"Two untalented singers are mistaken for a pair of major league safe crackers in Providence, Rhode Island. The two are pressed into service by the local hoodlums and quickly find themselves in conflict with their professional colleagues. Romantic interest is added by the daughter of the underworld leader who won't date the men she knows are gangsters.",88,"Comedy, Crime","Sam Rockwell, Steve Zahn, Mark Ruffalo, Josh Pais, Paul Giamatti","robbery, gangster, organized crime, safecracker, rosh hashanah"
2129,"Saltmen of Tibet, The (1997)",Documentary,1997,48894,The Saltmen of Tibet,1997-04-25,"Four men from a nomadic Tibetan tribe undertake their annual, ritualistic pilgrimage to a sacred salt lake. Salt gathered in this traditional fashion will be sold to provide the economic livelihood of the tribe for the coming year. The journey, necessary for the group's survival, also incorporates a number of rituals necessary for their culture to survive in the modern world.",108,Documentary,"Margen, Pargen, Zopon, Bopsa","buddhist monk, mountain lake, tibet, pilgrimage, nomad, salt"
2130,Atlantic City (1980),Crime|Drama|Romance,1980,23954,Atlantic City,1980-09-03,"In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs and danger.",104,"Crime, Drama, Romance","Burt Lancaster, Susan Sarandon, Kate Reid, Michel Piccoli, Hollis McLaren","new jersey, casino, gangster, cocaine, casanova, murder, mobster, atlantic city, older man younger woman relationship, poker game, drugs, lemon"
2131,Autumn Sonata (Höstsonaten ) (1978),Drama,1978,12761,Autumn Sonata,1978-10-08,"After a seven-year absence, Charlotte Andergast travels to Sweden to reunite with her daughter Eva. The pair have a troubled relationship: Charlotte sacrificed the responsibilities of motherhood for a career as a classical pianist. Over an emotional night, the pair reopen the wounds of the past. Charlotte gets another shock when she finds out that her mentally impaired daughter, Helena, is out of the asylum and living with Eva.",93,Drama,"Ingrid Bergman, Liv Ullmann, Lena Nyman, Halvar Björk, Marianne Aminoff","loss of loved one, marriage, pianist, invalid, mother daughter reunion, mother daughter relationship, introspective, intimate, dramatic, intense, depressing"
2132,Who's Afraid of Virginia Woolf? (1966),Drama,1966,396,Who's Afraid of Virginia Woolf?,1966-06-22,"A history professor and his wife entertain a young couple who are new to the university's faculty. As the drinks flow, secrets come to light, and the middle-aged couple unload onto their guests the full force of the bitterness, dysfunction, and animosity that defines their marriage.",131,Drama,"Elizabeth Taylor, Richard Burton, George Segal, Sandy Dennis, Agnes Flanagan","adultery, professor, married couple, guest, black humor, based on play or musical, campus, dysfunctional marriage, alcohol abuse, new england, cuckold, one night, henpecked husband, house guest, college professor, marital tensions, academia, dead son, impotent husband, nasty wife, cuckolded husband, nagging wife, hysterical drunks, bickering couple, shattered reality, openly flirtatious wife, acerbic couple, alcoholic couple"
2133,Adventures in Babysitting (1987),Adventure|Comedy,1987,14367,Adventures in Babysitting,1987-07-01,"When plans with her boyfriend fall through, high school senior Chris Parker ends up babysitting the Anderson kids, Brad and Sara. What should be a quiet night in, however, turns into a series of ridiculous exploits, starting when they leave the house to pick up Chris' friend Brenda. Soon, Brad's buddy Daryl is involved, and the group must contend with car thieves, blues musicians and much more.",102,Comedy,"Elisabeth Shue, Maia Brewton, Keith Coogan, Anthony Rapp, Calvin Levels","babysitter, unfaithful boyfriend, misadventure, one night, car theft, suburbanite, chop shop, homeless man, frat party, criminal gang, held hostage, norse mythology, aftercreditsstinger"
2134,Weird Science (1985),Comedy,1985,11814,Weird Science,1985-08-01,"Two unpopular teenagers, Gary and Wyatt, fail at all attempts to be accepted by their peers. Their desperation to be liked leads them to ""create"" a woman via their computer. Their living and breathing creation is a gorgeous woman, Lisa, whose purpose is to boost their confidence level by putting them into situations which require Gary and Wyatt to act like men.",93,"Comedy, Fantasy, Science Fiction, Romance","Anthony Michael Hall, Kelly LeBrock, Ilan Mitchell-Smith, Bill Paxton, Suzanne Snyder","chicago, illinois, nerd, biker, based on comic, morphing, mischievous, playful, lighthearted, absurd, hilarious, whimsical, ridiculous"
2135,Doctor Dolittle (1967),Adventure|Musical,1967,16081,Doctor Dolittle,1967-12-05,A veterinarian who can communicate with animals travels abroad to search for a giant sea snail.,151,"Music, Family, Comedy, Fantasy","Rex Harrison, Samantha Eggar, Anthony Newley, Richard Attenborough, Peter Bull","england, parrot, musical, vegetarian, victorian england, based on children's book, rainstorm, seal (animal), talking to animals, shell, quest, 19th century, snail, animal rights activist"
2136,"Nutty Professor, The (1963)",Comedy,1963,18331,The Nutty Professor,1963-06-04,"A timid, nearsighted chemistry teacher discovers a magical potion that can transform him into a suave and handsome Romeo. The Jekyll and Hyde game works well enough until the concoction starts to wear off at the most embarrassing times.",107,"Comedy, Science Fiction, Romance","Jerry Lewis, Stella Stevens, Del Moore, Henry Gibson, Kathleen Freeman","professor, chemistry, nerd, alter ego, teacher, love, potion, jekyll and hyde, playing piano, libertine, jazz band, nightclub entertainer, teacher-student love"
2137,Charlotte's Web (1973),Animation|Children's,1973,15171,Charlotte's Web,1973-03-01,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",94,"Family, Music, Animation","Debbie Reynolds, Henry Gibson, Danny Bonaduce, Agnes Moorehead, Bob Holt","friendship, musical, anthropomorphism, spider web, talking pig, cartoon spider"
2138,Watership Down (1978),Animation|Children's|Drama|Fantasy,1978,11837,Watership Down,1978-10-14,"When the warren belonging to a community of rabbits is threatened, a brave group led by Fiver, Bigwig, Blackberry and Hazel leave their homeland in a search of a safe new haven.",92,"Adventure, Animation, Drama","John Hurt, Richard Briers, Michael Graham Cox, John Bennett, Ralph Richardson","based on novel or book, gore, trap, anthropomorphism, seagull, based on children's book, rabbit, runt, river crossing, adult animation, journey, myth, berkshire, rabbits"
2139,"Secret of NIMH, The (1982)",Animation|Children's,1982,11704,The Secret of NIMH,1982-06-17,"A widowed field mouse must move her family -- including an ailing son -- to escape a farmer's plow. Aided by a crow and a pack of superintelligent, escaped lab rats, the brave mother struggles to transplant her home to firmer ground.",83,"Family, Animation, Fantasy, Adventure, Mystery","Elizabeth Hartman, Derek Jacobi, Arthur Malet, Dom DeLuise, Hermione Baddeley","widow, mouse, villain, crow, illness, good versus evil"
2140,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi,1982,11639,The Dark Crystal,1982-12-17,"On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal and restore order to his world, before the grotesque race of Skeksis find and use the crystal for evil.",93,"Adventure, Family, Fantasy","Jim Henson, Kathryn Mullen, Frank Oz, Dave Goelz, Steve Whitmire","race against time, mission, liberation, castle, villain, mythical creature, puppetry, creature, fantasy world, crystal, good versus evil, bizarre creatures"
2141,"American Tail, An (1986)",Animation|Children's|Comedy,1986,4978,An American Tail,1986-11-21,"A young mouse named Fievel and his family decide to migrate to America, a ""land without cats,"" at the turn of the 20th century. But somehow, Fievel ends up in the New World alone and must fend off not only the felines he never thought he'd have to deal with again but also the loneliness of being away from home.",80,"Animation, Comedy, Adventure, Drama, Family","Phillip Glasser, Erica Yohn, Nehemiah Persoff, Amy Green, Christopher Plummer","new york city, cat, immigration, mouse, american dream, villain, cossack, hanukkah, pogrom, good versus evil"
2142,"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy,1991,10380,An American Tail: Fievel Goes West,1991-11-21,"Some time after the Mousekewitz's have settled in America, they find that they are still having problems with the threat of cats. That makes them eager to try another home out in the west, where they are promised that mice and cats live in peace. Unfortunately, the one making this claim is an oily con artist named Cat R. Waul who is intent on his own sinister plan.",75,"Animation, Family, Western, Adventure, Comedy","Phillip Glasser, James Stewart, Erica Yohn, Cathy Cavadini, Nehemiah Persoff","sheriff, indian territory, mouse, villain, sequel, desert, family, falling off train"
2143,Legend (1985),Adventure|Fantasy|Romance,1985,11976,Legend,1985-08-28,"Set in a timeless mythical forest inhabited by fairies, goblins, unicorns and mortals, this fantastic story follows a mystical forest dweller, chosen by fate, to undertake a heroic quest. He must save the beautiful Princess  Lili and defeat the demonic Lord of Darkness, or the world will be plunged into a never-ending ice age.",94,"Adventure, Fantasy","Tom Cruise, Mia Sara, Tim Curry, David Bennent, Alice Playten","witch, princess, monster, magic, winter, sword, hell, mythology, romance, snow, sorcerer, duel, devil, demon, evil, swashbuckler, unicorn, nostalgic, warrior, familiar"
2144,Sixteen Candles (1984),Comedy,1984,15144,Sixteen Candles,1984-05-04,"With the occasion all but overshadowed by her sister's upcoming wedding, angst-ridden Samantha faces her 16th birthday with typical adolescent dread. Samantha pines for studly older boy Jake, but worries that her chastity will be a turnoff for the popular senior. Meanwhile, she must constantly rebuff the affections of nerdy Ted, who is unfortunately the only boy in school who seems to take an interest in her.",93,"Comedy, Romance","Molly Ringwald, Michael Schoeffling, Haviland Morris, Gedde Watanabe, Anthony Michael Hall","high school, birthday, nerd, convertible, crush, teenage crush, exchange student, night vision goggles, sweet sixteen, chastity, teenage angst, playful, high school romance, irreverent, lighthearted, sister's wedding, popular boy, whimsical, high school prom, cliché"
2145,Pretty in Pink (1986),Comedy|Drama|Romance,1986,11522,Pretty in Pink,1986-02-28,"Andie is an outcast, hanging out either with her older boss, who owns the record store where she works, or her quirky high school classmate Duckie, who has a crush on her. When one of the rich and popular kids at school, Blane, asks Andie out, it seems too good to be true. As Andie starts falling for Blane, she begins to realize that dating someone from a different social sphere is not easy.",97,"Romance, Drama","Molly Ringwald, Andrew McCarthy, Jon Cryer, Annie Potts, Harry Dean Stanton","high school, jealousy, bullying, outcast, crush, clique, first love, fashion design, peer pressure, social differences, school life, abandoned by mother, 1980s, wealth differences, teenage angst, record store, crush on friend, high school prom"
2146,St. Elmo's Fire (1985),Drama|Romance,1985,11557,St. Elmo's Fire,1985-06-28,"Reluctant to let go of college life, a close-knit team of seven friends--irresponsible saxophone player Billy, young Republican Alec, his girlfriend Leslie, struggling journalist Kevin, drama queen Jules, lovesick waiter Kirby, and Wendy, a social worker with a heart of gold--realise the party is over. And as the burdens of maturity close in on the young dreamers, the complexities of adulthood and the daily struggle of growing up put their sacred friendship to the test. But everyone knows life is not a bed of roses. It won't be easy, but when all is said and done, what will it take for St. Elmo's clique to find its place in the real world?",108,"Drama, Romance, Comedy","Emilio Estevez, Rob Lowe, Andrew McCarthy, Demi Moore, Judd Nelson","friendship, secret admirer, post college"
2147,"Clan of the Cave Bear, The (1986)",Drama,1986,13853,The Clan of the Cave Bear,1986-01-17,"Natural changes have the clans moving. Iza, medicine woman of the ""Clan of the Cave Bear"" finds little Ayla from the ""others""' clan - tradition would have the clan kill Ayla immediately, but Iza insists on keeping her. When the little one finds a most needed new cave, she's allowed to stay - and thrive.",98,"Adventure, Drama","Daryl Hannah, Pamela Reed, James Remar, Thomas G. Waites, John Doolittle","animal attack, stone age, tribe, bear, prehistory, cavemen, neanderthal, prehistoric man"
2148,House (1986),Comedy|Horror,1986,718420,House of the Poisoned Family,1986-06-02,"Sina' learns of the numerous affairs her husband Shakir has had with other women. At this time, she gets to know Hashem, and they become increasingly close. Hashem learns of the dysfunctions within Sina’’s family and tries to take advantage of this for his own interests, specially after meeting Arfan, the husband of Sina’s sister. Arfan uses Sina’s sister’s money for his own projects, and tries to pressure his daughter Hoda into marrying a rich Arab man.",100,Drama,"Nadia Lotfi, Farid Shawqy, Samir Sabri, Yousra, Tahiya Cariocca",
2149,House II: The Second Story (1987),Comedy|Horror,1987,37530,House II: The Second Story,1987-05-14,"Jesse moves into an old family property where his parents were mysteriously murdered years before. He soon finds himself with unexpected guests in the form of his mummified great-great grandfather, a mystical crystal skull, and a zombie cowboy.",88,"Fantasy, Horror, Comedy","Arye Gross, Jonathan Stark, Royal Dano, Bill Maher, John Ratzenberger","house, time travel, stone age, human sacrifice, zombie, cowboy, costume party, ancestor, crystal skull"
2150,"Gods Must Be Crazy, The (1980)",Comedy,1980,8393,The Gods Must Be Crazy,1980-09-10,A Coca-Cola bottle dropped from an airplane raises havoc among a normally peaceful tribe of African bushmen who believe it to be a utensil of the gods.,109,"Action, Comedy","Marius Weyers, Sandra Prinsloo, N!xau, Louw Verwey, Michael Thys","airplane, africa, tribe, botswana, god, desert, soda bottle, kalahari, bushman, tribal, independent film"
2151,"Gods Must Be Crazy II, The (1989)",Comedy,1989,11937,The Gods Must Be Crazy II,1989-07-01,"Xixo is back again. This time, his children accidentally stow away on a fast-moving poachers' truck, unable to get off, and Xixo sets out to rescue them. Along the way, he encounters a couple of soldiers trying to capture each other and a pilot and passenger of a small plane, who are each having a few problems of their own.",98,"Action, Comedy","N!xau, Lena Farugia, Hans Strydom, Eiros, Nadies","airplane, civilization, stowaway, safari, tribe, slapstick comedy, disappearance, scientist, kalahari, bushman, tribal"
2152,Air Bud: Golden Receiver (1998),Children's|Comedy,1998,21661,Air Bud: Golden Receiver,1998-08-14,Josh and Buddy move from basketball to football in this first of several sequels to the original Air Bud.,90,"Comedy, Family","Kevin Zegers, Gregory Harrison, Cynthia Stevenson, Nora Dunn, Perry Anzilotti","sports, american football, sequel, dog, golden retriever, boy and dog"
2153,"Avengers, The (1998)",Action|Adventure,1998,9320,The Avengers,1998-08-13,"British Ministry agent John Steed, under direction from ""Mother"", investigates a diabolical plot by arch-villain Sir August de Wynter to rule the world with his weather control machine. Steed investigates the beautiful Doctor Mrs. Emma Peel, the only suspect, but simultaneously falls for her and joins forces with her to combat Sir August.",89,"Action, Adventure, Thriller, Science Fiction, Comedy","Ralph Fiennes, Uma Thurman, Sean Connery, Patrick Macnee, Jim Broadbent","martial arts, london, england, showdown, hitman, clone, spy, superhero, villain, secret agent, mad scientist, weather manipulation, sword fight, swordsman, terrorism, scientist, doppelgänger, world domination, human duplication, good versus evil, based on tv series"
2154,How Stella Got Her Groove Back (1998),Drama|Romance,1998,33644,How Stella Got Her Groove Back,1998-08-14,"Through good times and bad, Stella and Delilah have always had each other. Now, Stella's so busy building a life that she's forgotten how to really live. But Delilah is about to change all that. What starts as a quick trip to Jamaica, ends as an exhilarating voyage of self discovery as Stella learns to open her heart and find love – even if it's with a man 20 years her junior.",124,"Drama, Comedy, Romance","Angela Bassett, Taye Diggs, Whoopi Goldberg, Regina King, Suzzanne Douglas","jamaica, female friendship, vacation, female protagonist, single mother, older woman younger man relationship, black love, celebratory, cheerful, african american romance, longtime friends"
2155,"Slums of Beverly Hills, The (1998)",Comedy,1998,,,,,,,,
2156,"Best Man, The (Il Testimone dello sposo) (1997)",Comedy|Drama,1997,125124,The Best Man,1997-10-28,"Incredibly, the bride at the altar falls in love with the best man on first sight, and even though he makes efforts to avoid her infatuation with him, she is determined to annul her marriage and marry the best man. And although she is able to dissolve her marriage, because she has never consummated it, the best man leaves... only to return to her many months later.",101,Comedy,"Inés Sastre, Diego Abatantuono, Dario Cantarelli, Cinzia Mascoli, Valeria D'Obici",
2157,"Chambermaid on the Titanic, The (1998)",Romance,1998,,,,,,,,
2158,"Henry: Portrait of a Serial Killer, Part 2 (1996)",Crime|Horror,1996,39930,"Henry: Portrait of a Serial Killer, Part 2",1996-10-27,Henry has wandered into a small town looking for work and a place to stay. He gets a job delivering and cleaning porto-potties and moves in with a co-worker until he gets his feet off of the ground. Henry and his new friend soon start to kill.,87,"Crime, Horror, Thriller","Neil Giuntoli, Rich Komenich, Kate Walsh, Carri Levinson, Daniel Allar","murder, serial killer, stalked by a killer"
2159,Henry: Portrait of a Serial Killer (1990),Crime|Horror,1990,10692,Henry: Portrait of a Serial Killer,1986-09-24,"Arriving in Chicago, Henry moves in with ex-con acquaintance Otis and starts schooling him in the ways of the serial killer.",83,"Crime, Horror, Thriller, Drama","Michael Rooker, Tracy Arnold, Tom Towles, Mary Demas, Anne Bartoletti","chicago, illinois, prostitute, rape, psychopath, sadistic, biography, based on true story, sister, murder, serial killer, home invasion, killing spree, incest"
2160,Rosemary's Baby (1968),Horror|Thriller,1968,805,Rosemary's Baby,1968-06-12,"A young couple, Rosemary and Guy, moves into an infamous New York apartment building, known by frightening legends and mysterious events, with the purpose of starting a family.",138,"Drama, Horror, Thriller","Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer, Maurice Evans","new york city, husband wife relationship, based on novel or book, satanism, conspiracy, soul selling, new neighbor, occult, struggling actor, demonic possession, satanic ritual, pregnant wife, coven (akelarre), satanic cult, nosy neighbor, manhattan, new york city, woman in jeopardy, aspiring actor, neighbor neighbor relationship, new apartment, paranoid, poisoning, gaslighting, apartment, meddling neighbor, horrified, impregnation of woman by entity, selfish husband, ambitious husband"
2161,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,1984,34584,The NeverEnding Story,1984-04-06,"While hiding from bullies in his school's attic, a young boy discovers the extraordinary land of Fantasia, through a magical book called The Neverending Story. The book tells the tale of Atreyu, a young warrior who, with the help of a luck dragon named Falkor, must save Fantasia from the destruction of The Nothing.",97,"Adventure, Fantasy, Family, Drama","Noah Hathaway, Barret Oliver, Tami Stronach, Alan Oppenheimer, Sydney Bromley","based on novel or book, wolf, magic, fairy tale, horse, mythology, child hero, anthropomorphism, bully, school, creature, reading, book store, fantasy world, giant, gnome, quest, child protagonist, father son relationship, based on young adult novel, magical necklace"
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children's|Fantasy,1990,34636,The NeverEnding Story II: The Next Chapter,1990-10-25,"Once again, Bastian is transported to the world of Fantasia which he recently managed to save from destruction. However, the land is now being destroyed by an evil sorceress, Xayide, so he must join up with Atreyu and face the Emptiness once more.",89,"Family, Fantasy, Adventure, Drama","Jonathan Brandis, Kenny Morrison, Clarissa Burt, John Wesley Shipp, Martin Umbach","sequel, dragon, based on children's book, reading, fantasy world, giant, sorceress, fear of heights"
2163,Attack of the Killer Tomatoes! (1980),Comedy|Horror,1980,,,,,,,,
2164,Surf Nazis Must Die (1987),Drama,1987,28070,Surf Nazis Must Die,1987-07-03,"When a Black oil well worker is killed by a band of California neo-Nazis, his gun-wielding grandmother busts out of her retirement home to avenge him.",81,"Action, Comedy, Horror","Gail Neely, Robert Harden, Barry Brenner, Dawn Wildsmith, Michael Sonye","california, neo-nazism, beach, gang, revenge killing, 1980s, synthpop, low budget, troma"
2165,Your Friends and Neighbors (1998),Drama,1998,77469,Your Friends & Neighbors,1998-08-19,"Restless and unhappy, two couples get caught up in infidelity and deception. Barry is a sullen businessman married to Mary, a writer who is unsatisfied with their relationship. Mary begins an affair with Jerry, a smug theater professor and husband of her friend, Terri, who is also a writer. Adding to the adulterous mix are Cary, a callous doctor, and Cheri, an art-gallery assistant.",107,"Drama, Comedy","Amy Brenneman, Aaron Eckhart, Ben Stiller, Nastassja Kinski, Jason Patric","impotence, male friendship, anal sex, extramarital affair, unhappiness, lgbt, gay theme"
2166,Return to Paradise (1998),Drama|Romance,1998,10278,Return to Paradise,1998-08-10,"Lewis, Sheriff and Tony are three friends vacationing in Malaysia. Sheriff and Tony eventually leave to pursue careers in New York, but Lewis stays behind to work with orangutans. Two years later, Sheriff and Tony learn that, because of their past actions, Lewis has been arrested for drug possession. With Lewis facing a death sentence, the friends are left with a difficult decision: return to Malaysia and split Lewis' sentence, or let him die.",109,"Drama, Thriller, Romance","Vince Vaughn, Anne Heche, Joaquin Phoenix, David Conrad, Jada Pinkett Smith","death penalty, friendship, malaysia, marijuana, childhood friends"
2167,Blade (1998),Action|Adventure|Horror,1998,36647,Blade,1998-08-21,"The Daywalker known as ""Blade"" - a half-vampire, half-mortal man - becomes the protector of humanity against an underground army of vampires.",121,"Horror, Action","Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright, Donal Logue","martial arts, hero, vampire, superhero, supernatural, based on comic, rivalry, vampire hunter (slayer), sword fight, revenge, tragic hero, one man army, martial arts master, scientist, super power, blade, secret headquarters, escapade, deadly, master warrior, urban gothic, good versus evil"
